trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
5be5e6a5-8979-4093-9310-a8656f5fddb0,Gray_Weekend,1b8fe71e-fc93-48ae-ae59-38b1a642375a,Gray,,0,,06ee34d6-79b8-45f3-a55d-e8b0c32892d1,1,1
c3a56b37-3f39-4bc1-afed-9890d441ef7e,Gray_Weekend,1b8fe71e-fc93-48ae-ae59-38b1a642375a,Gray,,0,,06ee34d6-79b8-45f3-a55d-e8b0c32892d1,1,1
bf404f9e-54b8-4ef5-9c2d-6eb474ee95b2,Gray_Weekend,1b8fe71e-fc93-48ae-ae59-38b1a642375a,Gray,,0,,06ee34d6-79b8-45f3-a55d-e8b0c32892d1,1,1
6ad0c363-0ee1-4798-94b6-ac883e4235a2,Gray_Weekend,1b8fe71e-fc93-48ae-ae59-38b1a642375a,Gray,,0,,06ee34d6-79b8-45f3-a55d-e8b0c32892d1,1,1
d26f9a29-eff3-4f4d-a33a-f6c37c225c17,Gray_Weekend,1b8fe71e-fc93-48ae-ae59-38b1a642375a,Gray,,0,,06ee34d6-79b8-45f3-a55d-e8b0c32892d1,1,1
2a7d121b-5378-4196-8332-fbed429c4002,Gray_Weekend,1b8fe71e-fc93-48ae-ae59-38b1a642375a,Gray,,0,,06ee34d6-79b8-45f3-a55d-e8b0c32892d1,1,1
76d56d4f-df67-4f3b-aca4-8d3100911cd9,Gray_Weekend,1b8fe71e-fc93-48ae-ae59-38b1a642375a,Gray,,0,,06ee34d6-79b8-45f3-a55d-e8b0c32892d1,1,1
acc5ef38-1288-4a50-8249-46d8bc56b7a4,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
6fef6640-7131-4ade-9c14-65c808ce9bae,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
b59fbed4-3c30-4dfc-b92c-ee4226861976,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
39d08c9a-b4e1-437a-bf78-a7f9ce07eea8,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
efd25f73-b79e-47f2-b987-c0868b30d230,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
c95abbdf-3c5f-4226-8ab7-09535dd701df,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
94d638b5-8e2d-475f-a1b2-006113f4202a,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
caf6ea11-318e-42d4-8e22-52ba730115c3,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
ca6c2f42-709f-4ccc-86a2-f683dbc42f20,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
ed78a89a-29cf-471f-a34c-099913185ad5,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
d061bdc7-42a4-42b8-982a-58caa2209449,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
c10da26d-b4c3-44e2-bf81-9c2ec0731ce9,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
a21158f1-7584-41c2-9470-c0f64c33d9d2,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
980c2265-3ac3-40bc-a57b-ec81543f50cc,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
8fbc0e37-501c-4bd0-ad39-f14b7abc3dd7,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
f34f9d6f-3a18-408e-b26f-09dd2cedb49f,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
ca8b1148-a2c1-464e-b932-47226234ac67,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
1e04a2b6-49ff-426c-a291-cbd753af0335,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
97fb79b9-ed7a-4251-a0cb-14bd2a22fcef,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
58f552ec-5b40-40f7-819a-1124538ae7f3,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
bd569771-d9e5-4194-8ae5-d86110e50ee3,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
55420e59-7f48-41ba-9a70-fa179638f327,Red,29d0d86b-0fe6-46a8-9236-1b1ea6e4c5a3,Red,,0,,363fd91a-6b5f-4312-83a8-3957f38b2750,1,1
0a5deca6-ebd7-45fa-a99e-7e80f65336b3,Gray,34e326a9-b614-43e2-972e-0650445e1660,Gray,,0,,941ffd50-18e1-496e-82ca-9fa57cb42bf9,1,1
a8a48896-8b2d-4cd9-986f-70b6b7016d9f,Gray,34e326a9-b614-43e2-972e-0650445e1660,Gray,,0,,941ffd50-18e1-496e-82ca-9fa57cb42bf9,1,1
